CAxisLocation_0,CAxisLocation_1,CAxisLocation_2
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
-0.71369827,0.64365941,0.27629215
