CAxisLocation_0,CAxisLocation_1,CAxisLocation_2
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
0.71892041,-0.63568956,0.28116247
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
-0.49382582,0.32511055,0.80649811
