CAxisLocation_0,CAxisLocation_1,CAxisLocation_2
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
-0.43715426,0.8943035,0.095485963
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
0.91165626,0.31687289,0.26167619
-0.43715426,0.8943035,0.095485963
